source_page,source_url,page_key,table_index,section,row_index,Sondeur | Sondeur | Sondeur,Date | Date | Date,Échantillon | Échantillon | Échantillon,Unnamed: 3_level_0 | Arthaud (LO) | Unnamed: 3_level_2,Unnamed: 4_level_0 | Mélenchon (LFI) | Unnamed: 4_level_2,Unnamed: 5_level_0 | Roussel (PCF) | Unnamed: 5_level_2,Unnamed: 6_level_0 | Tondelier[b] (LE) | Unnamed: 6_level_2,Unnamed: 7_level_0 | Glucksmann[b] (PP)[b] | Unnamed: 7_level_2,Unnamed: 8_level_0 | Attal[b] (RE) | Unnamed: 8_level_2,Unnamed: 9_level_0 | Philippe (HOR) | Unnamed: 9_level_2,Unnamed: 10_level_0 | Villepin (LFH) | Unnamed: 10_level_2,Unnamed: 11_level_0 | Retailleau (LR) | Unnamed: 11_level_2,Unnamed: 12_level_0 | Dupont-Aignan (DLF) | Unnamed: 12_level_2,Unnamed: 13_level_0 | Candidat RN | Unnamed: 13_level_2,Unnamed: 14_level_0 | Zemmour[b] (REC) | Unnamed: 14_level_2,Autre | Autre | Unnamed: 15_level_2,row_links_json,Unnamed: 4_level_0 | Poutou[d] (NPA-A) | Unnamed: 4_level_2,Unnamed: 5_level_0 | Mélenchon (LFI) | Unnamed: 5_level_2,Unnamed: 6_level_0 | Roussel (PCF) | Unnamed: 6_level_2,Unnamed: 7_level_0 | Tondelier (LE) | Unnamed: 7_level_2,Unnamed: 8_level_0 | Candidat PS / PP | Unnamed: 8_level_2,Unnamed: 9_level_0 | Candidat EPR | Unnamed: 9_level_2,Unnamed: 10_level_0 | Candidat EPR | Unnamed: 10_level_2,Unnamed: 11_level_0 | Villepin (LFH) | Unnamed: 11_level_2,Unnamed: 12_level_0 | Candidat LR | Unnamed: 12_level_2,Unnamed: 13_level_0 | Dupont-Aignan (DLF) | Unnamed: 13_level_2,Unnamed: 14_level_0 | Candidat RN | Unnamed: 14_level_2,Unnamed: 15_level_0 | Zemmour[b] (REC) | Unnamed: 15_level_2,Autres | Autres | Unnamed: 16_level_2,Unnamed: 17_level_0 | Unnamed: 17_level_1 | Unnamed: 17_level_2,Unnamed: 6_level_0 | Mélenchon[b] (LFI) | Unnamed: 6_level_2,Unnamed: 7_level_0 | Faure[b] (PS) | Unnamed: 7_level_2,Unnamed: 8_level_0 | Tondelier[b] (LE) | Unnamed: 8_level_2,Unnamed: 9_level_0 | Candidat ENS | Unnamed: 9_level_2,Unnamed: 10_level_0 | Candidat ENS | Unnamed: 10_level_2,Unnamed: 11_level_0 | Wauquiez[b] (LR) | Unnamed: 11_level_2,Unnamed: 12_level_0 | Lassalle (RES) | Unnamed: 12_level_2,Unnamed: 14_level_0 | Le Pen[b] (RN) | Unnamed: 14_level_2,Unnamed: 15_level_0 | Zemmour (REC) | Unnamed: 15_level_2,Unnamed: 7_level_0 | Candidat PS/DVG | Unnamed: 7_level_2,Unnamed: 8_level_0 | Candidat EELV | Unnamed: 8_level_2,Unnamed: 10_level_0 | Wauquiez (LR) | Unnamed: 10_level_2,Unnamed: 11_level_0 | Lassalle (RES) | Unnamed: 11_level_2,Unnamed: 13_level_0 | Le Pen[b] (RN) | Unnamed: 13_level_2,Unnamed: 14_level_0 | Zemmour (REC) | Unnamed: 14_level_2,Dates | Dates | Dates,Unnamed: 4_level_0 | Poutou (NPA-A) | Unnamed: 4_level_2,Unnamed: 6_level_0 | Mélenchon (LFI) | Unnamed: 6_level_2,Unnamed: 7_level_0 | Hidalgo (PS) | Unnamed: 7_level_2,Unnamed: 8_level_0 | Jadot (EELV) | Unnamed: 8_level_2,Unnamed: 9_level_0 | Macron (REN) | Unnamed: 9_level_2,Unnamed: 10_level_0 | Pécresse (LR) | Unnamed: 10_level_2,Unnamed: 13_level_0 | Le Pen (RN) | Unnamed: 13_level_2,Unnamed: 3_level_0 | Attal (RE) | Unnamed: 3_level_2,Unnamed: 4_level_0 | Bardella (RN) | Unnamed: 4_level_2,Unnamed: 3_level_0 | Mélenchon (LFI) | Unnamed: 3_level_2,Unnamed: 3_level_0 | Philippe (HOR) | Unnamed: 3_level_2,Unnamed: 3_level_0 | Glucksmann (PP) | Unnamed: 3_level_2,Unnamed: 3_level_0 | Retailleau (LR) | Unnamed: 3_level_2,Unnamed: 4_level_0 | Le Pen (RN) | Unnamed: 4_level_2,Unnamed: 3_level_0 | Ruffin (D!) | Unnamed: 3_level_2,v · m Sondages préélectoraux en France,v · m Sondages préélectoraux en France.1,0,1
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,39,Ifop[e],29-30 avril,1 838,1,,,,,,,,,,,,,"[{""label"": ""Ifop"", ""url"": ""https://www.commission-des-sondages.fr/notices/files/notices/2025/mai/9930-pres-ifop-hexagone-5-mai.pdf""}, {""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Le Pen"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Le_Pen""}, {""label"": ""Ruffin"", ""url"": ""https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Ruffin""}]",—,10,2,4,10 Glucksmann,23 Philippe,23 Philippe,—,4 Wauquiez,2,34 Le Pen,5,5 Ruffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,40,Ifop[e],11-18 avril,9 128,1,,,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Wauquiez"", ""url"": ""https://fr.wikipedia.org/wiki/Laurent_Wauquiez""}, {""label"": ""Le Pen"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Le_Pen""}, {""label"": ""Ruffin"", ""url"": ""https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Ruffin""}]",—,10,25,2,9 Glucksmann,8 Attal,15 Philippe,2,"7,5 Retailleau",25,32 Bardella,4,"4,5 Ruffin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,41,Ifop[e],11-18 avril,9 128,1,,,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}, {""label"": ""Ruffin"", ""url"": ""https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Ruffin""}]",—,10,25,25,10 Glucksmann,22 Philippe,22 Philippe,—,8 Retailleau,2,33 Bardella,4,5 Ruffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,42,Ifop[e],11-18 avril,9 128,1,,,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}, {""label"": ""Ruffin"", ""url"": ""https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Ruffin""}]",—,10,25,3,10 Glucksmann,24 Philippe,24 Philippe,—,3 Wauquiez,25,35 Bardella,4,5 Ruffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,43,Ifop[e],11-18 avril,9 128,1,,,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Wauquiez"", ""url"": ""https://fr.wikipedia.org/wiki/Laurent_Wauquiez""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}, {""label"": ""Ruffin"", ""url"": ""https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Ruffin""}]",—,10,25,3,"11,5 Glucksmann",14 Attal,14 Attal,—,14 Retailleau,2,33 Bardella,4,5 Ruffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,44,Ifop[e],11-18 avril,9 128,15,,,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}, {""label"": ""Ruffin"", ""url"": ""https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Ruffin""}]",—,13,—,—,15 Glucksmann,22 Philippe,22 Philippe,—,9 Retailleau,25,33 Bardella,4,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,45,Ifop[e],11-18 avril,9 128,2,,,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",—,12,—,—,—,26 Philippe,26 Philippe,—,10 Retailleau,3,33 Bardella,4,10 Ruffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,46,Harris[f],24-25 avril,1 189,3,,,,,,,,,,,,,"[{""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}, {""label"": ""Ruffin"", ""url"": ""https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Ruffin""}]",—,26[g],26[g],26[g],26[g],19,19,—,10,2,34,3,3[h],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,47,Harris[f],24-25 avril,1 189,2,,,,,,,,,,,,,"[{""label"": ""Harris"", ""url"": ""https://www.commission-des-sondages.fr/notices/files/notices/2025/avril/9927-pres-toluna-hi-regards-30-avril.pdf""}]",—,8,20[g],20[g],20[g],18,18,—,10,2,34,3,3[h],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,48,Harris[f],24-25 avril,1 189,3,,,,,,,,,,,,,[],—,16[i],16[i],16[i],13[j],17,17,—,10,2,34,3,2[k],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,49,Odoxa,23-24 avril,1 005,1,,,,,,,,,,,,,[],2,12,3,4,12 Glucksmann,20 Philippe,20 Philippe,—,"9,5 Retailleau",2,"31,5 Bardella",3,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,50,Odoxa,23-24 avril,1 005,1,,,,,,,,,,,,,"[{""label"": ""Odoxa"", ""url"": ""https://www.commission-des-sondages.fr/notices/files/notices/2025/avril/9925-pres-odoxa-public-senat-29-avril.pdf""}, {""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",2,12,3,3,"11,5 Glucksmann","20,5 Philippe","20,5 Philippe",—,10 Retailleau,2,32 Le Pen,3,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,51,Philippe Poutou renonce à briguer une quatrième candidature à l'élection présidentielle française (10 avril).,Philippe Poutou renonce à briguer une quatrième candidature à l'élection présidentielle française (10 avril).,Philippe Poutou renonce à briguer une quatrième candidature à l'élection présidentielle française (10 avril).,Philippe Poutou renonce à briguer une quatrième candidature à l'élection présidentielle française (10 avril).,,,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Le Pen"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Le_Pen""}]",Philippe Poutou renonce à briguer une quatrième candidature à l'élection présidentielle française (10 avril).,Philippe Poutou renonce à briguer une quatrième candidature à l'élection présidentielle française (10 avril).,Philippe Poutou renonce à briguer une quatrième candidature à l'élection présidentielle française (10 avril).,Philippe Poutou renonce à briguer une quatrième candidature à l'élection présidentielle française (10 avril).,Philippe Poutou renonce à briguer une quatrième candidature à l'élection présidentielle française (10 avril).,Philippe Poutou renonce à briguer une quatrième candidature à l'élection présidentielle française (10 avril).,Philippe Poutou renonce à briguer une quatrième candidature à l'élection présidentielle française (10 avril).,Philippe Poutou renonce à briguer une quatrième candidature à l'élection présidentielle française (10 avril).,Philippe Poutou renonce à briguer une quatrième candidature à l'élection présidentielle française (10 avril).,Philippe Poutou renonce à briguer une quatrième candidature à l'élection présidentielle française (10 avril).,Philippe Poutou renonce à briguer une quatrième candidature à l'élection présidentielle française (10 avril).,Philippe Poutou renonce à briguer une quatrième candidature à l'élection présidentielle française (10 avril).,Philippe Poutou renonce à briguer une quatrième candidature à l'élection présidentielle française (10 avril).,Philippe Poutou renonce à briguer une quatrième candidature à l'élection présidentielle française (10 avril).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,52,Elabe,2-4 avril,1 413,15,,,,,,,,,,,,,"[{""label"": ""Philippe Poutou"", ""url"": ""https://fr.wikipedia.org/wiki/Philippe_Poutou""}]",2,105,55,45,4 Faure,18 Attal,18 Attal,5,"4,5 Wauquiez",4,"35,5 Bardella",5,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,53,Elabe,2-4 avril,1 413,1,,,,,,,,,,,,,"[{""label"": ""Elabe"", ""url"": ""https://elabe.fr/wp-content/uploads/2025/04/05042025_elabe_bfmtv_la-tribune-dimanche_les-francais-et-lelection-presidentielle.pdf""}, {""label"": ""Faure"", ""url"": ""https://fr.wikipedia.org/wiki/Olivier_Faure_(homme_politique)""}, {""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}, {""label"": ""Wauquiez"", ""url"": ""https://fr.wikipedia.org/wiki/Laurent_Wauquiez""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",15,95,45,35,"10,5 Glucksmann","20,5 Philippe","20,5 Philippe",25,"8,5 Retailleau",3,31 Bardella,4,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,54,Elabe,2-4 avril,1 413,1,,,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",15,10,55,6,6 Hollande,23 Philippe,23 Philippe,—,9 Retailleau,25,"31,5 Bardella",4,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,55,Elabe,2-4 avril,1 413,1,,,,,,,,,,,,,"[{""label"": ""Hollande"", ""url"": ""https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Hollande""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",2,11,55,6,4 Faure,18 Attal,18 Attal,—,10 Retailleau,3,36 Le Pen,35,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,56,Elabe,2-4 avril,1 413,05,,,,,,,,,,,,,"[{""label"": ""Faure"", ""url"": ""https://fr.wikipedia.org/wiki/Olivier_Faure_(homme_politique)""}, {""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Le Pen"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Le_Pen""}]",2,95,5,4,"10,5 Glucksmann",24 Philippe,24 Philippe,—,"4,5 Wauquiez",3,"33,5 Le Pen",35,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,57,Elabe,2-4 avril,1 413,1,,,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Wauquiez"", ""url"": ""https://fr.wikipedia.org/wiki/Laurent_Wauquiez""}, {""label"": ""Le Pen"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Le_Pen""}]",2,10,6,55,"5,5 Hollande","23,5 Philippe","23,5 Philippe",—,8 Retailleau,3,32 Le Pen,35,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,58,Harris,31 mars,1 162,1,,,,,,,,,,,,,"[{""label"": ""Hollande"", ""url"": ""https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Hollande""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Le Pen"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Le_Pen""}]",1,13,4,4,5 Faure,25 Philippe,25 Philippe,—,4 Wauquiez,2,36 Bardella,5,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,59,Harris,31 mars,1 162,1,,,,,,,,,,,,,"[{""label"": ""Harris"", ""url"": ""https://www.commission-des-sondages.fr/notices/files/notices/2025/avril/9913-pres-toluna-harris-interactive-rtl-1er-avril.pdf""}, {""label"": ""Faure"", ""url"": ""https://fr.wikipedia.org/wiki/Olivier_Faure_(homme_politique)""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Wauquiez"", ""url"": ""https://fr.wikipedia.org/wiki/Laurent_Wauquiez""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",1,13,4,4,5 Faure,23 Philippe,23 Philippe,—,7 Retailleau,2,35 Bardella,5,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,60,Marine Le Pen est condamnée à une peine d'inéligibilité de 5 ans avec exécution provisoire (31 mars 2025).,Marine Le Pen est condamnée à une peine d'inéligibilité de 5 ans avec exécution provisoire (31 mars 2025).,Marine Le Pen est condamnée à une peine d'inéligibilité de 5 ans avec exécution provisoire (31 mars 2025).,Marine Le Pen est condamnée à une peine d'inéligibilité de 5 ans avec exécution provisoire (31 mars 2025).,,,,,,,,,,,,,"[{""label"": ""Faure"", ""url"": ""https://fr.wikipedia.org/wiki/Olivier_Faure_(homme_politique)""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",Marine Le Pen est condamnée à une peine d'inéligibilité de 5 ans avec exécution provisoire (31 mars 2025).,Marine Le Pen est condamnée à une peine d'inéligibilité de 5 ans avec exécution provisoire (31 mars 2025).,Marine Le Pen est condamnée à une peine d'inéligibilité de 5 ans avec exécution provisoire (31 mars 2025).,Marine Le Pen est condamnée à une peine d'inéligibilité de 5 ans avec exécution provisoire (31 mars 2025).,Marine Le Pen est condamnée à une peine d'inéligibilité de 5 ans avec exécution provisoire (31 mars 2025).,Marine Le Pen est condamnée à une peine d'inéligibilité de 5 ans avec exécution provisoire (31 mars 2025).,Marine Le Pen est condamnée à une peine d'inéligibilité de 5 ans avec exécution provisoire (31 mars 2025).,Marine Le Pen est condamnée à une peine d'inéligibilité de 5 ans avec exécution provisoire (31 mars 2025).,Marine Le Pen est condamnée à une peine d'inéligibilité de 5 ans avec exécution provisoire (31 mars 2025).,Marine Le Pen est condamnée à une peine d'inéligibilité de 5 ans avec exécution provisoire (31 mars 2025).,Marine Le Pen est condamnée à une peine d'inéligibilité de 5 ans avec exécution provisoire (31 mars 2025).,Marine Le Pen est condamnée à une peine d'inéligibilité de 5 ans avec exécution provisoire (31 mars 2025).,Marine Le Pen est condamnée à une peine d'inéligibilité de 5 ans avec exécution provisoire (31 mars 2025).,Marine Le Pen est condamnée à une peine d'inéligibilité de 5 ans avec exécution provisoire (31 mars 2025).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,61,Ifop,21-26 mars,1 119,1,,,,,,,,,,,,,"[{""label"": ""Marine Le Pen"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Le_Pen""}]",1,13,3,3,5 Faure,21 Philippe,21 Philippe,—,11 Retailleau,3,34 Le Pen,5,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
