poll_id,round,scenario_name,polling_company,candidate_name,raw_text_context,estimate_percent_original,estimate_percent_corrected,scenario_total_before,scenario_total_after,percentage_correction_applied,percentage_correction_reason,parse_status,parse_error
RAW-FR-IFOP-04-027,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Jean-Luc Mélenchon,Ifop,Édouard Philippe,24 Philippe,24.0,,208.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-027,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Jean-Luc Mélenchon,Ifop,Éric Zemmour,65.0,65.0,6.5,208.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-028,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Jean-Luc Mélenchon,Ifop,Arlette Arthaud,15,15.0,1.5,136.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-028,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Jean-Luc Mélenchon,Ifop,Marine Tondelier,25,25.0,2.5,136.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-028,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Jean-Luc Mélenchon,Ifop,Édouard Philippe,24 Philippe,24.0,,136.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-029,first_round,Hypothèse Gabriel Attal / Jordan Bardella / Jean-Luc Mélenchon,Ifop,Gabriel Attal,22 Attal,22.0,,145.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-029,first_round,Hypothèse Gabriel Attal / Jordan Bardella / Jean-Luc Mélenchon,Ifop,Jean Lassalle,25,25.0,2.5,145.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-029,first_round,Hypothèse Gabriel Attal / Jordan Bardella / Jean-Luc Mélenchon,Ifop,Nicolas Dupont-Aignan,25,25.0,2.5,145.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-030,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Jean-Luc Mélenchon,Ifop,Arlette Arthaud,15,15.0,1.5,172.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-030,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Jean-Luc Mélenchon,Ifop,Philippe Poutou,05,5.0,0.5,172.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-030,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Jean-Luc Mélenchon,Ifop,Fabien Roussel,45,45.0,4.5,172.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-030,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Jean-Luc Mélenchon,Ifop,Édouard Philippe,26 Philippe,26.0,,172.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-030,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Jean-Luc Mélenchon,Ifop,Jean Lassalle,15,15.0,1.5,172.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-CLUSTER17[M]-04-031,first_round,Hypothèse François Ruffin,Cluster17[m],Arlette Arthaud,—,,,199.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-CLUSTER17[M]-04-031,first_round,Hypothèse François Ruffin,Cluster17[m],François Ruffin,29 Ruffin,29.0,,199.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-CLUSTER17[M]-04-031,first_round,Hypothèse François Ruffin,Cluster17[m],Édouard Philippe,25 Philippe,25.0,,199.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-CLUSTER17[M]-04-031,first_round,Hypothèse François Ruffin,Cluster17[m],Laurent Wauquiez,45,45.0,4.5,199.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-CLUSTER17[M]-04-031,first_round,Hypothèse François Ruffin,Cluster17[m],Jean Lassalle,—,,,199.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-CLUSTER17[M]-04-031,first_round,Hypothèse François Ruffin,Cluster17[m],Éric Zemmour,65.0,65.0,6.5,199.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-CLUSTER17[M]-04-032,first_round,Hypothèse Jean-Luc Mélenchon,Cluster17[m],Arlette Arthaud,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-CLUSTER17[M]-04-032,first_round,Hypothèse Jean-Luc Mélenchon,Cluster17[m],Jean-Luc Mélenchon,18 Mélenchon,18.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-CLUSTER17[M]-04-032,first_round,Hypothèse Jean-Luc Mélenchon,Cluster17[m],Édouard Philippe,31 Philippe,31.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-CLUSTER17[M]-04-032,first_round,Hypothèse Jean-Luc Mélenchon,Cluster17[m],Jean Lassalle,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP-04-033,first_round,Hypothèse Gabriel Attal,Ifop,Arlette Arthaud,15,15.0,1.5,199.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-033,first_round,Hypothèse Gabriel Attal,Ifop,Philippe Poutou,15,15.0,1.5,199.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-033,first_round,Hypothèse Gabriel Attal,Ifop,Gabriel Attal,22 Attal,22.0,,199.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-033,first_round,Hypothèse Gabriel Attal,Ifop,Laurent Wauquiez,55,55.0,5.5,199.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-033,first_round,Hypothèse Gabriel Attal,Ifop,Nicolas Dupont-Aignan,25,25.0,2.5,199.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-034,first_round,Hypothèse Édouard Philippe,Ifop,Arlette Arthaud,15,15.0,1.5,253.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-034,first_round,Hypothèse Édouard Philippe,Ifop,Philippe Poutou,15,15.0,1.5,253.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-034,first_round,Hypothèse Édouard Philippe,Ifop,Fabien Roussel,45,45.0,4.5,253.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-034,first_round,Hypothèse Édouard Philippe,Ifop,Marine Tondelier,25,25.0,2.5,253.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-034,first_round,Hypothèse Édouard Philippe,Ifop,Édouard Philippe,22 Philippe,22.0,,253.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-034,first_round,Hypothèse Édouard Philippe,Ifop,Laurent Wauquiez,45,45.0,4.5,253.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-034,first_round,Hypothèse Édouard Philippe,Ifop,Nicolas Dupont-Aignan,25,25.0,2.5,253.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-035,first_round,Hypothèse Gabriel Attal / Jordan Bardella,Ifop,Jean-Luc Mélenchon,145,145.0,14.5,253.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-035,first_round,Hypothèse Gabriel Attal / Jordan Bardella,Ifop,Gabriel Attal,24 Attal,24.0,,253.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-035,first_round,Hypothèse Gabriel Attal / Jordan Bardella,Ifop,Jean Lassalle,25,25.0,2.5,253.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-036,first_round,Hypothèse Édouard Philippe / Jordan Bardella,Ifop,Arlette Arthaud,05,5.0,0.5,208.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-036,first_round,Hypothèse Édouard Philippe / Jordan Bardella,Ifop,Philippe Poutou,15,15.0,1.5,208.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-036,first_round,Hypothèse Édouard Philippe / Jordan Bardella,Ifop,Olivier Faure,35,35.0,3.5,208.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-036,first_round,Hypothèse Édouard Philippe / Jordan Bardella,Ifop,Marine Tondelier,15,15.0,1.5,208.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-036,first_round,Hypothèse Édouard Philippe / Jordan Bardella,Ifop,Édouard Philippe,26 Philippe,26.0,,208.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-036,first_round,Hypothèse Édouard Philippe / Jordan Bardella,Ifop,Jean Lassalle,25,25.0,2.5,208.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-036,first_round,Hypothèse Édouard Philippe / Jordan Bardella,Ifop,Nicolas Dupont-Aignan,25,25.0,2.5,208.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-037,first_round,Hypothèse Gabriel Attal / Marine Le Pen,Ifop,Arlette Arthaud,05,5.0,0.5,289.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-037,first_round,Hypothèse Gabriel Attal / Marine Le Pen,Ifop,Fabien Roussel,65,65.0,6.5,289.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-037,first_round,Hypothèse Gabriel Attal / Marine Le Pen,Ifop,Olivier Faure,35,35.0,3.5,289.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-037,first_round,Hypothèse Gabriel Attal / Marine Le Pen,Ifop,Marine Tondelier,15,15.0,1.5,289.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-037,first_round,Hypothèse Gabriel Attal / Marine Le Pen,Ifop,Gabriel Attal,23 Attal,23.0,,289.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-037,first_round,Hypothèse Gabriel Attal / Marine Le Pen,Ifop,Jean Lassalle,25,25.0,2.5,289.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-037,first_round,Hypothèse Gabriel Attal / Marine Le Pen,Ifop,Éric Zemmour,65.0,65.0,6.5,289.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-038,first_round,Hypothèse Édouard Philippe / Marine Le Pen,Ifop,Arlette Arthaud,05,5.0,0.5,199.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-038,first_round,Hypothèse Édouard Philippe / Marine Le Pen,Ifop,Philippe Poutou,15,15.0,1.5,199.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-038,first_round,Hypothèse Édouard Philippe / Marine Le Pen,Ifop,Édouard Philippe,25 Philippe,25.0,,199.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-038,first_round,Hypothèse Édouard Philippe / Marine Le Pen,Ifop,Jean Lassalle,25,25.0,2.5,199.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-038,first_round,Hypothèse Édouard Philippe / Marine Le Pen,Ifop,Éric Zemmour,65.0,65.0,6.5,199.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-004,first_round,Hypothèse Édouard Philippe / Jean-Luc Mélenchon,Ifop,Jean Lassalle,25,25.0,2.5,181.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-004,first_round,Hypothèse Édouard Philippe / Jean-Luc Mélenchon,Ifop,Éric Zemmour,65.0,65.0,6.5,181.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-006,first_round,Hypothèse Jean-Luc Mélenchon / Le Maire,Ifop,Arlette Arthaud,15.0,15.0,1.5,194.5,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-006,first_round,Hypothèse Jean-Luc Mélenchon / Le Maire,Ifop,Nicolas Dupont-Aignan,25,25.0,2.5,194.5,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-006,first_round,Hypothèse Jean-Luc Mélenchon / Le Maire,Ifop,Éric Zemmour,65.0,65.0,6.5,194.5,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-007,first_round,Hypothèse Jean-Luc Mélenchon / Gérald Darmanin,Ifop,Arlette Arthaud,15.0,15.0,1.5,181.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-007,first_round,Hypothèse Jean-Luc Mélenchon / Gérald Darmanin,Ifop,Philippe Poutou,15.0,15.0,1.5,181.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-007,first_round,Hypothèse Jean-Luc Mélenchon / Gérald Darmanin,Ifop,Jean Lassalle,35,35.0,3.5,181.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-007,first_round,Hypothèse Jean-Luc Mélenchon / Gérald Darmanin,Ifop,Nicolas Dupont-Aignan,25,25.0,2.5,181.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-008,first_round,Hypothèse Édouard Philippe / François Ruffin,Ifop,Arlette Arthaud,15.0,15.0,1.5,262.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-008,first_round,Hypothèse Édouard Philippe / François Ruffin,Ifop,Fabien Roussel,75,75.0,7.5,262.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-008,first_round,Hypothèse Édouard Philippe / François Ruffin,Ifop,Jean Lassalle,25,25.0,2.5,262.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-008,first_round,Hypothèse Édouard Philippe / François Ruffin,Ifop,Éric Zemmour,65.0,65.0,6.5,262.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-HARRIS-INTERACTIVE-05-009,first_round,Hypothèse Édouard Philippe,Harris Interactive,Jean Lassalle,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-05-010,first_round,Hypothèse Le Maire,Harris Interactive,Jean Lassalle,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-05-011,first_round,Hypothèse Gérald Darmanin,Harris Interactive,Jean Lassalle,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-05-012,first_round,Hypothèse Gabriel Attal,Harris Interactive,Jean Lassalle,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-05-013,first_round,Hypothèse Borne,Harris Interactive,Jean Lassalle,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-05-014,first_round,Hypothèse Castex,Harris Interactive,Jean Lassalle,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-05-015,first_round,Hypothèse François Bayrou,Harris Interactive,Jean Lassalle,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-05-016,first_round,Hypothèse Braun-Pivet,Harris Interactive,Jean Lassalle,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-OPINIONWAY-05-017,first_round,Scénario Édouard Philippe / Jordan Bardella / Jean-Luc Mélenchon,OpinionWay,Fabien Roussel,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-OPINIONWAY-05-017,first_round,Scénario Édouard Philippe / Jordan Bardella / Jean-Luc Mélenchon,OpinionWay,Jean Lassalle,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-OPINIONWAY-05-017,first_round,Scénario Édouard Philippe / Jordan Bardella / Jean-Luc Mélenchon,OpinionWay,Nicolas Dupont-Aignan,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-05-018,first_round,Hypothèse Édouard Philippe / Cazeneuve,Harris Interactive,Jean Lassalle,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-05-019,first_round,Hypothèse Cazeneuve / Le Maire,Harris Interactive,Jean Lassalle,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-05-020,first_round,Hypothèse Cazeneuve / Gérald Darmanin,Harris Interactive,Jean Lassalle,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-05-021,first_round,Hypothèse Édouard Philippe / Delga,Harris Interactive,Jean Lassalle,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP-05-022,first_round,Hypothèse Édouard Philippe / Marine Tondelier / Olivier Faure,Ifop,Philippe Poutou,25.0,25.0,2.5,145.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-022,first_round,Hypothèse Édouard Philippe / Marine Tondelier / Olivier Faure,Ifop,Nicolas Dupont-Aignan,25,25.0,2.5,145.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-023,first_round,Hypothèse Édouard Philippe / Candidat EELV / Candidat PS/DVG,Ifop,Philippe Poutou,25.0,25.0,2.5,145.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-023,first_round,Hypothèse Édouard Philippe / Candidat EELV / Candidat PS/DVG,Ifop,Fabien Roussel,—,,,145.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP-05-023,first_round,Hypothèse Édouard Philippe / Candidat EELV / Candidat PS/DVG,Ifop,Candidat PS/DVG,—,,,145.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP-05-023,first_round,Hypothèse Édouard Philippe / Candidat EELV / Candidat PS/DVG,Ifop,Candidat EELV,—,,,145.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP-05-023,first_round,Hypothèse Édouard Philippe / Candidat EELV / Candidat PS/DVG,Ifop,Jean Lassalle,25,25.0,2.5,145.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-024,first_round,Hypothèse Marine Tondelier / Olivier Faure / Laurent Wauquiez,Ifop,Philippe Poutou,25.0,25.0,2.5,145.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-024,first_round,Hypothèse Marine Tondelier / Olivier Faure / Laurent Wauquiez,Ifop,Jean Lassalle,25,25.0,2.5,145.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-025,first_round,Hypothèse Marine Tondelier / Olivier Faure / Gérald Darmanin,Ifop,Arlette Arthaud,5.0,5.0,0.5,127.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-025,first_round,Hypothèse Marine Tondelier / Olivier Faure / Gérald Darmanin,Ifop,Philippe Poutou,25.0,25.0,2.5,127.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-026,first_round,Hypothèse Marine Tondelier / François Bayrou / Olivier Faure,Ifop,Philippe Poutou,15.0,15.0,1.5,172.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-05-026,first_round,Hypothèse Marine Tondelier / François Bayrou / Olivier Faure,Ifop,Fabien Roussel,65,65.0,6.5,172.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-CLUSTER17-06-004,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Cluster17,Fabien Roussel,5.0,5.0,0.5,843.0,100.5,True,scenario_total_aberrant,parsed,
RAW-FR-CLUSTER17-06-004,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Cluster17,Jean-Luc Mélenchon,175.0,175.0,17.5,843.0,100.5,True,scenario_total_aberrant,parsed,
RAW-FR-CLUSTER17-06-004,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Cluster17,Jadot,5.0,5.0,0.5,843.0,100.5,True,scenario_total_aberrant,parsed,
RAW-FR-CLUSTER17-06-004,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Cluster17,Macron,245.0,245.0,24.5,843.0,100.5,True,scenario_total_aberrant,parsed,
RAW-FR-CLUSTER17-06-004,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Cluster17,Pécresse,35.0,35.0,3.5,843.0,100.5,True,scenario_total_aberrant,parsed,
RAW-FR-CLUSTER17-06-004,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Cluster17,Marine Le Pen,295.0,295.0,29.5,843.0,100.5,True,scenario_total_aberrant,parsed,
RAW-FR-CLUSTER17-06-004,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Cluster17,Éric Zemmour,65.0,65.0,6.5,843.0,100.5,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-06-006,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Elabe,Arlette Arthaud,5.0,5.0,0.5,361.0,100.45,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-06-006,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Elabe,Jean-Luc Mélenchon,185.0,185.0,18.5,361.0,100.45,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-06-006,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Elabe,Jadot,5.0,5.0,0.5,361.0,100.45,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-06-006,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Elabe,Pécresse,35.0,35.0,3.5,361.0,100.45,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-06-006,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Elabe,Jean Lassalle,25.0,25.0,2.5,361.0,100.45,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-06-006,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Elabe,Nicolas Dupont-Aignan,25.0,25.0,0.25,361.0,100.45,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-06-006,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Elabe,Éric Zemmour,7.0,7.0,0.7,361.0,100.45,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-06-007,first_round,Hypothèse Hidalgo / Jadot / Macron,Ifop,Jadot,5.0,5.0,0.5,118.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-06-007,first_round,Hypothèse Hidalgo / Jadot / Macron,Ifop,Jean Lassalle,15.0,15.0,1.5,118.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-CLUSTER17-06-008,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Cluster17,Macron,30.0,30.0,3.0,379.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-CLUSTER17-06-008,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Cluster17,Nicolas Dupont-Aignan,25.0,25.0,2.5,379.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-CLUSTER17-06-008,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Cluster17,Marine Le Pen,255.0,255.0,25.5,379.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-06-009,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Ifop,Jean Lassalle,15.0,15.0,1.5,118.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-06-009,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Ifop,Éric Zemmour,5.0,5.0,0.5,118.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-RÉSULTATS-06-010,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Résultats,Arlette Arthaud,56.0,56.0,0.56,9998.0,99.97999999999999,True,scenario_total_aberrant,parsed,
RAW-FR-RÉSULTATS-06-010,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Résultats,Philippe Poutou,77.0,77.0,0.77,9998.0,99.97999999999999,True,scenario_total_aberrant,parsed,
RAW-FR-RÉSULTATS-06-010,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Résultats,Fabien Roussel,228.0,228.0,2.28,9998.0,99.97999999999999,True,scenario_total_aberrant,parsed,
RAW-FR-RÉSULTATS-06-010,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Résultats,Jean-Luc Mélenchon,2195.0,2195.0,21.95,9998.0,99.97999999999999,True,scenario_total_aberrant,parsed,
RAW-FR-RÉSULTATS-06-010,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Résultats,Hidalgo,175.0,175.0,1.75,9998.0,99.97999999999999,True,scenario_total_aberrant,parsed,
RAW-FR-RÉSULTATS-06-010,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Résultats,Jadot,463.0,463.0,4.63,9998.0,99.97999999999999,True,scenario_total_aberrant,parsed,
RAW-FR-RÉSULTATS-06-010,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Résultats,Macron,2785.0,2785.0,27.85,9998.0,99.97999999999999,True,scenario_total_aberrant,parsed,
RAW-FR-RÉSULTATS-06-010,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Résultats,Pécresse,478.0,478.0,4.78,9998.0,99.97999999999999,True,scenario_total_aberrant,parsed,
RAW-FR-RÉSULTATS-06-010,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Résultats,Jean Lassalle,313.0,313.0,3.13,9998.0,99.97999999999999,True,scenario_total_aberrant,parsed,
RAW-FR-RÉSULTATS-06-010,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Résultats,Nicolas Dupont-Aignan,206.0,206.0,2.06,9998.0,99.97999999999999,True,scenario_total_aberrant,parsed,
RAW-FR-RÉSULTATS-06-010,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Résultats,Marine Le Pen,2315.0,2315.0,23.15,9998.0,99.97999999999999,True,scenario_total_aberrant,parsed,
RAW-FR-RÉSULTATS-06-010,first_round,Scénario Marine Le Pen / Jean-Luc Mélenchon / Arlette Arthaud,Résultats,Éric Zemmour,707.0,707.0,7.07,9998.0,99.97999999999999,True,scenario_total_aberrant,parsed,
